team_inning,battingPos,name,out/notout,runs,balls,fours,sixes,sr,Match,Match_id
England,4,Harry Brook,out,66,61,7,1,108.19,Afghanistan vs England,ODI # 4670
England,5,Jos Buttler (c),out,9,18,1,0,50.00,Afghanistan vs England,ODI # 4670
England,6,Liam Livingstone,out,10,14,1,0,71.42,Afghanistan vs England,ODI # 4670
England,7,Sam Curran,out,10,23,0,0,43.47,Afghanistan vs England,ODI # 4670
England,8,Chris Woakes,out,9,26,1,0,34.61,Afghanistan vs England,ODI # 4670
England,9,Adil Rashid,out,20,13,2,0,153.84,Afghanistan vs England,ODI # 4670
England,10,Mark Wood,out,18,22,3,0,81.81,Afghanistan vs England,ODI # 4670
England,11,Reece Topley,not_out,15,7,3,0,214.28,Afghanistan vs England,ODI # 4670
Pakistan,1,Abdullah Shafique,out,20,24,3,0,83.33,Pakistan vs India,ODI # 4669
Pakistan,2,Imam-ul-Haq,out,36,38,6,0,94.73,Pakistan vs India,ODI # 4669
Pakistan,3,Babar Azam (c),out,50,58,7,0,86.20,Pakistan vs India,ODI # 4669
Pakistan,4,Mohammad Rizwan ,out,49,69,7,0,71.01,Pakistan vs India,ODI # 4669
Pakistan,5,Saud Shakeel,out,6,10,0,0,60.00,Pakistan vs India,ODI # 4669
Pakistan,6,Iftikhar Ahmed,out,4,4,1,0,100.00,Pakistan vs India,ODI # 4669
Pakistan,7,Shadab Khan,out,2,5,0,0,40.00,Pakistan vs India,ODI # 4669
Pakistan,8,Mohammad Nawaz,out,4,14,0,0,28.57,Pakistan vs India,ODI # 4669
Pakistan,9,Hasan Ali,out,12,19,2,0,63.15,Pakistan vs India,ODI # 4669
Pakistan,10,Shaheen Shah Afridi,not_out,2,10,0,0,20.00,Pakistan vs India,ODI # 4669
Pakistan,11,Haris Rauf,out,2,6,0,0,33.33,Pakistan vs India,ODI # 4669
India,1,Rohit Sharma (c),out,86,63,6,6,136.50,Pakistan vs India,ODI # 4669
India,2,Shubman Gill,out,16,11,4,0,145.45,Pakistan vs India,ODI # 4669
India,3,Virat Kohli,out,16,18,3,0,88.88,Pakistan vs India,ODI # 4669
India,4,Shreyas Iyer,not_out,53,62,3,2,85.48,Pakistan vs India,ODI # 4669
India,5,KL Rahul ,not_out,19,29,2,0,65.51,Pakistan vs India,ODI # 4669
Bangladesh,1,Litton Das,out,0,1,0,0,0.00,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,2,Tanzid Hasan,out,16,17,4,0,94.11,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,3,Mehidy Hasan Miraz,out,30,46,4,0,65.21,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,4,Najmul Hossain Shanto,out,7,8,1,0,87.50,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,5,Shakib Al Hasan (c),out,40,51,3,2,78.43,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,6,Mushfiqur Rahim ,out,66,75,6,2,88.00,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,7,Towhid Hridoy,out,13,25,0,0,52.00,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,8,Mahmudullah,not_out,41,49,2,2,83.67,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,9,Taskin Ahmed,out,17,19,0,2,89.47,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,10,Mustafizur Rahman,out,4,10,0,0,40.00,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,11,Shoriful Islam,not_out,2,3,0,0,66.66,Bangladesh vs New Zealand,ODI # 4668
New Zealand,1,Devon Conway,out,45,59,3,0,76.27,Bangladesh vs New Zealand,ODI # 4668
New Zealand,2,Rachin Ravindra,out,9,13,2,0,69.23,Bangladesh vs New Zealand,ODI # 4668
New Zealand,3,Kane Williamson (c),out,78,107,8,1,72.89,Bangladesh vs New Zealand,ODI # 4668
New Zealand,4,Daryl Mitchell,not_out,89,67,6,4,132.83,Bangladesh vs New Zealand,ODI # 4668
New Zealand,5,Glenn Phillips,not_out,16,11,1,1,145.45,Bangladesh vs New Zealand,ODI # 4668
South Africa,1,Quinton de Kock ,out,109,106,8,5,102.83,South Africa vs Australia,ODI # 4667
South Africa,2,Temba Bavuma (c),out,35,55,2,0,63.63,South Africa vs Australia,ODI # 4667
South Africa,3,Rassie van der Dussen,out,26,30,2,0,86.66,South Africa vs Australia,ODI # 4667
South Africa,4,Aiden Markram,out,56,44,7,1,127.27,South Africa vs Australia,ODI # 4667
South Africa,5,Heinrich Klaasen,out,29,27,3,0,107.40,South Africa vs Australia,ODI # 4667
South Africa,6,David Miller,out,17,13,1,1,130.76,South Africa vs Australia,ODI # 4667
South Africa,7,Marco Jansen,out,26,22,3,1,118.18,South Africa vs Australia,ODI # 4667
South Africa,8,Kagiso Rabada,not_out,0,1,0,0,0.00,South Africa vs Australia,ODI # 4667
South Africa,9,Keshav Maharaj,not_out,0,2,0,0,0.00,South Africa vs Australia,ODI # 4667
Australia,1,Mitchell Marsh,out,7,15,0,0,46.66,South Africa vs Australia,ODI # 4667
Australia,2,David Warner,out,13,27,2,0,48.14,South Africa vs Australia,ODI # 4667
Australia,3,Steven Smith,out,19,16,4,0,118.75,South Africa vs Australia,ODI # 4667
Australia,4,Marnus Labuschagne,out,46,74,3,0,62.16,South Africa vs Australia,ODI # 4667
Australia,5,Josh Inglis ,out,5,4,1,0,125.00,South Africa vs Australia,ODI # 4667
Australia,6,Glenn Maxwell,out,3,17,0,0,17.64,South Africa vs Australia,ODI # 4667
Australia,7,Marcus Stoinis,out,5,4,1,0,125.00,South Africa vs Australia,ODI # 4667
Australia,8,Mitchell Starc,out,27,51,3,0,52.94,South Africa vs Australia,ODI # 4667
Australia,9,Pat Cummins (c),out,22,21,4,0,104.76,South Africa vs Australia,ODI # 4667
Australia,10,Adam Zampa,not_out,11,16,1,0,68.75,South Africa vs Australia,ODI # 4667
Australia,11,Josh Hazlewood,out,2,2,0,0,100.00,South Africa vs Australia,ODI # 4667
Afghanistan,1,Rahmanullah Gurbaz ,out,21,28,3,1,75.00,Afghanistan vs India,ODI # 4666
Afghanistan,2,Ibrahim Zadran,out,22,28,4,0,78.57,Afghanistan vs India,ODI # 4666
Afghanistan,3,Rahmat Shah,out,16,22,3,0,72.72,Afghanistan vs India,ODI # 4666
Afghanistan,4,Hashmatullah Shahidi (c),out,80,88,8,1,90.90,Afghanistan vs India,ODI # 4666
Afghanistan,5,Azmatullah Omarzai,out,62,69,2,4,89.85,Afghanistan vs India,ODI # 4666
Afghanistan,6,Mohammad Nabi,out,19,27,1,0,70.37,Afghanistan vs India,ODI # 4666
Afghanistan,7,Najibullah Zadran,out,2,8,0,0,25.00,Afghanistan vs India,ODI # 4666
Afghanistan,8,Rashid Khan,out,16,12,1,1,133.33,Afghanistan vs India,ODI # 4666
Afghanistan,9,Mujeeb Ur Rahman,not_out,10,12,2,0,83.33,Afghanistan vs India,ODI # 4666
Afghanistan,10,Naveen-ul-Haq,not_out,9,8,1,0,112.50,Afghanistan vs India,ODI # 4666
India,1,Rohit Sharma (c),out,131,84,16,5,155.95,Afghanistan vs India,ODI # 4666
India,2,Ishan Kishan,out,47,47,5,2,100.00,Afghanistan vs India,ODI # 4666
India,3,Virat Kohli,not_out,55,56,6,0,98.21,Afghanistan vs India,ODI # 4666
India,4,Shreyas Iyer,not_out,25,23,1,1,108.69,Afghanistan vs India,ODI # 4666
Sri Lanka,1,Pathum Nissanka,out,51,61,7,1,83.60,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,2,Kusal Perera,out,0,4,0,0,0.00,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,3,Kusal Mendis ,out,122,77,14,6,158.44,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,4,Sadeera Samarawickrama,out,108,89,11,2,121.34,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,5,Charith Asalanka,out,1,3,0,0,33.33,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,6,Dhananjaya de Silva,out,25,34,3,0,73.52,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,7,Dasun Shanaka (c),out,12,18,0,0,66.66,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,8,Dunith Wellalage,out,10,8,1,0,125.00,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,9,Maheesh Theekshana,out,0,4,0,0,0.00,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,10,Matheesha Pathirana,not_out,1,3,0,0,33.33,Sri Lanka vs Pakistan,ODI # 4665
Pakistan,1,Abdullah Shafique,out,113,103,10,3,109.70,Sri Lanka vs Pakistan,ODI # 4665
Pakistan,2,Imam-ul-Haq,out,12,12,1,0,100.00,Sri Lanka vs Pakistan,ODI # 4665
Pakistan,3,Babar Azam (c),out,10,15,1,0,66.66,Sri Lanka vs Pakistan,ODI # 4665
Pakistan,4,Mohammad Rizwan ,not_out,131,121,8,3,108.26,Sri Lanka vs Pakistan,ODI # 4665
Pakistan,5,Saud Shakeel,out,31,30,2,0,103.33,Sri Lanka vs Pakistan,ODI # 4665
Pakistan,6,Iftikhar Ahmed,not_out,22,10,4,0,220.00,Sri Lanka vs Pakistan,ODI # 4665
England,1,Jonny Bairstow,out,52,59,8,0,88.13,England vs Bangladesh,ODI # 4664
England,2,Dawid Malan,out,140,107,16,5,130.84,England vs Bangladesh,ODI # 4664
England,3,Joe Root,out,82,68,8,1,120.58,England vs Bangladesh,ODI # 4664
England,4,Jos Buttler (c),out,20,10,1,1,200.00,England vs Bangladesh,ODI # 4664
England,5,Harry Brook,out,20,15,3,0,133.33,England vs Bangladesh,ODI # 4664
England,6,Liam Livingstone,out,0,1,0,0,0.00,England vs Bangladesh,ODI # 4664
England,7,Sam Curran,out,11,15,1,0,73.33,England vs Bangladesh,ODI # 4664
England,8,Chris Woakes,out,14,11,2,0,127.27,England vs Bangladesh,ODI # 4664
England,9,Adil Rashid,out,11,7,1,0,157.14,England vs Bangladesh,ODI # 4664
England,10,Mark Wood,not_out,6,5,1,0,120.00,England vs Bangladesh,ODI # 4664
England,11,Reece Topley,not_out,1,2,0,0,50.00,England vs Bangladesh,ODI # 4664
Bangladesh,1,Litton Das,out,76,66,7,2,115.15,England vs Bangladesh,ODI # 4664
Bangladesh,2,Tanzid Hasan,out,1,2,0,0,50.00,England vs Bangladesh,ODI # 4664
Bangladesh,3,Najmul Hossain Shanto,out,0,1,0,0,0.00,England vs Bangladesh,ODI # 4664
Bangladesh,4,Shakib Al Hasan (c),out,1,9,0,0,11.11,England vs Bangladesh,ODI # 4664
Bangladesh,5,Mehidy Hasan Miraz,out,8,7,1,0,114.28,England vs Bangladesh,ODI # 4664
Bangladesh,6,Mushfiqur Rahim ,out,51,64,4,0,79.68,England vs Bangladesh,ODI # 4664
Bangladesh,7,Towhid Hridoy,out,39,61,2,0,63.93,England vs Bangladesh,ODI # 4664
Bangladesh,8,Mahedi Hasan,out,14,32,1,0,43.75,England vs Bangladesh,ODI # 4664
Bangladesh,9,Taskin Ahmed,out,15,25,0,1,60.00,England vs Bangladesh,ODI # 4664
Bangladesh,10,Shoriful Islam,out,12,14,2,0,85.71,England vs Bangladesh,ODI # 4664
Bangladesh,11,Mustafizur Rahman,not_out,3,9,0,0,33.33,England vs Bangladesh,ODI # 4664
New Zealand,1,Devon Conway,out,32,40,5,1,80.00,New Zealand vs Netherlands,ODI # 4663
New Zealand,2,Will Young,out,70,80,7,2,87.50,New Zealand vs Netherlands,ODI # 4663
New Zealand,3,Rachin Ravindra,out,51,51,3,1,100.00,New Zealand vs Netherlands,ODI # 4663
New Zealand,4,Daryl Mitchell,out,48,47,5,2,102.12,New Zealand vs Netherlands,ODI # 4663
New Zealand,5,Tom Latham (c),out,53,46,6,1,115.21,New Zealand vs Netherlands,ODI # 4663
New Zealand,6,Glenn Phillips,out,4,4,1,0,100.00,New Zealand vs Netherlands,ODI # 4663
New Zealand,7,Mark Chapman,out,5,13,0,0,38.46,New Zealand vs Netherlands,ODI # 4663
New Zealand,8,Mitchell Santner,not_out,36,17,3,2,211.76,New Zealand vs Netherlands,ODI # 4663
New Zealand,9,Matt Henry,not_out,10,4,0,1,250.00,New Zealand vs Netherlands,ODI # 4663
Netherlands,1,Vikramjit Singh,out,12,20,1,0,60.00,New Zealand vs Netherlands,ODI # 4663
Netherlands,2,Max O'Dowd,out,16,31,2,0,51.61,New Zealand vs Netherlands,ODI # 4663
Netherlands,3,Colin Ackermann,out,69,73,5,0,94.52,New Zealand vs Netherlands,ODI # 4663
Netherlands,4,Bas de Leede,out,18,25,3,0,72.00,New Zealand vs Netherlands,ODI # 4663
Netherlands,5,Teja Nidamanuru,out,21,26,2,1,80.76,New Zealand vs Netherlands,ODI # 4663
Netherlands,6,Scott Edwards (c),out,30,27,2,1,111.11,New Zealand vs Netherlands,ODI # 4663
Netherlands,7,Sybrand Engelbrecht,out,29,34,3,0,85.29,New Zealand vs Netherlands,ODI # 4663
Netherlands,8,Roelof van der Merwe,out,1,6,0,0,16.66,New Zealand vs Netherlands,ODI # 4663
Netherlands,9,Ryan Klein,out,8,15,0,0,53.33,New Zealand vs Netherlands,ODI # 4663
Netherlands,10,Aryan Dutt,out,11,20,0,1,55.00,New Zealand vs Netherlands,ODI # 4663
Netherlands,11,Paul van Meekeren,not_out,4,3,1,0,133.33,New Zealand vs Netherlands,ODI # 4663
Australia,1,David Warner,out,41,52,6,0,78.84,Australia vs India,ODI # 4662
Australia,2,Mitchell Marsh,out,0,6,0,0,0.00,Australia vs India,ODI # 4662
Australia,3,Steven Smith,out,46,71,5,0,64.78,Australia vs India,ODI # 4662
Australia,4,Marnus Labuschagne,out,27,41,1,0,65.85,Australia vs India,ODI # 4662
Australia,5,Glenn Maxwell,out,15,25,1,0,60.00,Australia vs India,ODI # 4662
Australia,6,Alex Carey ,out,0,2,0,0,0.00,Australia vs India,ODI # 4662
Australia,7,Cameron Green,out,8,20,0,0,40.00,Australia vs India,ODI # 4662
Australia,8,Pat Cummins (c),out,15,24,1,1,62.50,Australia vs India,ODI # 4662
Australia,9,Mitchell Starc,out,28,35,2,1,80.00,Australia vs India,ODI # 4662
Australia,10,Adam Zampa,out,6,20,0,0,30.00,Australia vs India,ODI # 4662
Australia,11,Josh Hazlewood,not_out,1,1,0,0,100.00,Australia vs India,ODI # 4662
India,1,Rohit Sharma (c),out,0,6,0,0,0.00,Australia vs India,ODI # 4662
India,2,Ishan Kishan,out,0,1,0,0,0.00,Australia vs India,ODI # 4662
India,3,Virat Kohli,out,85,116,6,0,73.27,Australia vs India,ODI # 4662
India,4,Shreyas Iyer,out,0,3,0,0,0.00,Australia vs India,ODI # 4662
India,5,KL Rahul ,not_out,97,115,8,2,84.34,Australia vs India,ODI # 4662
India,6,Hardik Pandya,not_out,11,8,0,1,137.50,Australia vs India,ODI # 4662
South Africa,1,Quinton de Kock ,out,100,84,12,3,119.04,South Africa vs Sri Lanka,ODI # 4661
South Africa,2,Temba Bavuma (c),out,8,5,2,0,160.00,South Africa vs Sri Lanka,ODI # 4661
South Africa,3,Rassie van der Dussen,out,108,110,13,2,98.18,South Africa vs Sri Lanka,ODI # 4661
South Africa,4,Aiden Markram,out,106,54,14,3,196.29,South Africa vs Sri Lanka,ODI # 4661
South Africa,5,Heinrich Klaasen,out,32,20,1,3,160.00,South Africa vs Sri Lanka,ODI # 4661
South Africa,6,David Miller,not_out,39,21,3,2,185.71,South Africa vs Sri Lanka,ODI # 4661
South Africa,7,Marco Jansen,not_out,12,7,0,1,171.42,South Africa vs Sri Lanka,ODI # 4661
Sri Lanka,1,Pathum Nissanka,out,0,3,0,0,0.00,South Africa vs Sri Lanka,ODI # 4661
Sri Lanka,2,Kusal Perera,out,7,15,1,0,46.66,South Africa vs Sri Lanka,ODI # 4661
Sri Lanka,3,Kusal Mendis ,out,76,42,4,8,180.95,South Africa vs Sri Lanka,ODI # 4661
Sri Lanka,4,Sadeera Samarawickrama,out,23,19,3,1,121.05,South Africa vs Sri Lanka,ODI # 4661
Sri Lanka,5,Charith Asalanka,out,79,65,8,4,121.53,South Africa vs Sri Lanka,ODI # 4661
Sri Lanka,6,Dhananjaya de Silva,out,11,14,1,0,78.57,South Africa vs Sri Lanka,ODI # 4661
Sri Lanka,7,Dasun Shanaka (c),out,68,62,6,3,109.67,South Africa vs Sri Lanka,ODI # 4661
Sri Lanka,8,Dunith Wellalage,out,0,1,0,0,0.00,South Africa vs Sri Lanka,ODI # 4661
Sri Lanka,9,Kasun Rajitha,out,33,31,4,1,106.45,South Africa vs Sri Lanka,ODI # 4661
Sri Lanka,10,Matheesha Pathirana,out,5,16,1,0,31.25,South Africa vs Sri Lanka,ODI # 4661
Sri Lanka,11,Dilshan Madushanka,not_out,4,2,1,0,200.00,South Africa vs Sri Lanka,ODI # 4661
Afghanistan,1,Rahmanullah Gurbaz ,out,47,62,4,1,75.80,Afghanistan vs Bangladesh,ODI # 4660
Afghanistan,2,Ibrahim Zadran,out,22,25,3,1,88.00,Afghanistan vs Bangladesh,ODI # 4660
Afghanistan,3,Rahmat Shah,out,18,25,1,0,72.00,Afghanistan vs Bangladesh,ODI # 4660
Afghanistan,4,Hashmatullah Shahidi (c),out,18,38,2,0,47.36,Afghanistan vs Bangladesh,ODI # 4660
Afghanistan,5,Najibullah Zadran,out,5,13,0,0,38.46,Afghanistan vs Bangladesh,ODI # 4660
Afghanistan,6,Mohammad Nabi,out,6,12,0,0,50.00,Afghanistan vs Bangladesh,ODI # 4660
Afghanistan,7,Azmatullah Omarzai,out,22,20,4,0,110.00,Afghanistan vs Bangladesh,ODI # 4660
Afghanistan,8,Rashid Khan,out,9,16,1,0,56.25,Afghanistan vs Bangladesh,ODI # 4660
Afghanistan,9,Mujeeb Ur Rahman,out,1,4,0,0,25.00,Afghanistan vs Bangladesh,ODI # 4660
Afghanistan,10,Naveen-ul-Haq,out,0,6,0,0,0.00,Afghanistan vs Bangladesh,ODI # 4660
Afghanistan,11,Fazalhaq Farooqi,not_out,0,3,0,0,0.00,Afghanistan vs Bangladesh,ODI # 4660
Bangladesh,1,Tanzid Hasan,out,5,13,1,0,38.46,Afghanistan vs Bangladesh,ODI # 4660
Bangladesh,2,Litton Das,out,13,18,2,0,72.22,Afghanistan vs Bangladesh,ODI # 4660
Bangladesh,3,Mehidy Hasan Miraz,out,57,73,5,0,78.08,Afghanistan vs Bangladesh,ODI # 4660
Bangladesh,4,Najmul Hossain Shanto,not_out,59,83,3,1,71.08,Afghanistan vs Bangladesh,ODI # 4660
Bangladesh,5,Shakib Al Hasan (c),out,14,19,2,0,73.68,Afghanistan vs Bangladesh,ODI # 4660
Bangladesh,6,Mushfiqur Rahim ,not_out,2,3,0,0,66.66,Afghanistan vs Bangladesh,ODI # 4660
Pakistan,1,Fakhar Zaman,out,12,15,3,0,80.00,Pakistan vs Netherlands,ODI # 4659
Pakistan,2,Imam-ul-Haq,out,15,19,2,0,78.94,Pakistan vs Netherlands,ODI # 4659
Pakistan,3,Babar Azam (c),out,5,18,0,0,27.77,Pakistan vs Netherlands,ODI # 4659
Pakistan,4,Mohammad Rizwan ,out,68,75,8,0,90.66,Pakistan vs Netherlands,ODI # 4659
Pakistan,5,Saud Shakeel,out,68,52,9,1,130.76,Pakistan vs Netherlands,ODI # 4659
Pakistan,6,Iftikhar Ahmed,out,9,11,1,0,81.81,Pakistan vs Netherlands,ODI # 4659
Pakistan,7,Mohammad Nawaz,out,39,43,4,0,90.69,Pakistan vs Netherlands,ODI # 4659
Pakistan,8,Shadab Khan,out,32,34,2,1,94.11,Pakistan vs Netherlands,ODI # 4659
Pakistan,9,Hasan Ali,out,0,1,0,0,0.00,Pakistan vs Netherlands,ODI # 4659
Pakistan,10,Shaheen Shah Afridi,not_out,13,12,2,0,108.33,Pakistan vs Netherlands,ODI # 4659
Pakistan,11,Haris Rauf,out,16,14,2,1,114.28,Pakistan vs Netherlands,ODI # 4659
Netherlands,1,Vikramjit Singh,out,52,67,4,1,77.61,Pakistan vs Netherlands,ODI # 4659
Netherlands,2,Max O'Dowd,out,5,12,1,0,41.66,Pakistan vs Netherlands,ODI # 4659
Netherlands,3,Colin Ackermann,out,17,21,3,0,80.95,Pakistan vs Netherlands,ODI # 4659
Netherlands,4,Bas de Leede,out,67,68,6,2,98.52,Pakistan vs Netherlands,ODI # 4659
Netherlands,5,Teja Nidamanuru,out,5,9,1,0,55.55,Pakistan vs Netherlands,ODI # 4659
Netherlands,6,Scott Edwards (c),out,0,2,0,0,0.00,Pakistan vs Netherlands,ODI # 4659
Netherlands,7,Saqib Zulfiqar,out,10,18,1,0,55.55,Pakistan vs Netherlands,ODI # 4659
Netherlands,8,Roelof van der Merwe,out,4,7,0,0,57.14,Pakistan vs Netherlands,ODI # 4659
Netherlands,9,Logan van Beek,not_out,28,28,3,1,100.00,Pakistan vs Netherlands,ODI # 4659
Netherlands,10,Aryan Dutt,out,1,2,0,0,50.00,Pakistan vs Netherlands,ODI # 4659
Netherlands,11,Paul van Meekeren,out,7,12,1,0,58.33,Pakistan vs Netherlands,ODI # 4659
England,1,Jonny Bairstow,out,33,35,4,1,94.28,England vs New Zealand,ODI # 4658
England,2,Dawid Malan,out,14,24,2,0,58.33,England vs New Zealand,ODI # 4658
England,3,Joe Root,out,77,86,4,1,89.53,England vs New Zealand,ODI # 4658
England,4,Harry Brook,out,25,16,4,1,156.25,England vs New Zealand,ODI # 4658
England,5,Moeen Ali,out,11,17,1,0,64.70,England vs New Zealand,ODI # 4658
England,6,Jos Buttler (c),out,43,42,2,2,102.38,England vs New Zealand,ODI # 4658
England,7,Liam Livingstone,out,20,22,3,0,90.90,England vs New Zealand,ODI # 4658
England,8,Sam Curran,out,14,19,0,0,73.68,England vs New Zealand,ODI # 4658
England,9,Chris Woakes,out,11,12,1,0,91.66,England vs New Zealand,ODI # 4658
England,10,Adil Rashid,not_out,15,13,0,1,115.38,England vs New Zealand,ODI # 4658
England,11,Mark Wood,not_out,13,14,0,0,92.85,England vs New Zealand,ODI # 4658
New Zealand,1,Devon Conway,not_out,152,121,19,3,125.61,England vs New Zealand,ODI # 4658
New Zealand,2,Will Young,out,0,1,0,0,0.00,England vs New Zealand,ODI # 4658
New Zealand,3,Rachin Ravindra,not_out,123,96,11,5,128.12,England vs New Zealand,ODI # 4658
